"antecedent","succedent","realcon","realocc","realdur","p_con","p_occ","p_dur","null_obs"
"(i_gaze_away;inf_smile;m_gaze_away)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,54
"(mother-speech)","(mo_smile)",0.205,116,324.323,0.27,0.66,0.27,100
"(i_gaze_away;inf_smile;m_gaze_at_object;mo_smile)","(infant_voc;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,1
"(infant_voc;m_gaze_at_object;mo_smile)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,37
"(inf_smile)","(mother-speech)",0.388,371,434.688,0.36,0.7,0.36,100
"(i_gaze_away;inf_smile)","(mother-speech)",0.281,52,44.312,0.79,0.25,0.61,100
"(inf_smile;m_gaze_away)","(i_gaze_at_object;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,9
"(i_gaze_at_object)","(m_gaze_at;mo_smile)",0.118,61,104.935,0.8762886597938144,0.5567010309278351,0.865979381443299,97
"(i_gaze_away;m_gaze_away;mo_smile)","(infant_voc;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,5
"(inf_smile;infant_voc;mo_smile;mother-speech)","(i_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,4
"(infant_voc;m_gaze_at;mo_smile)","(inf_smile)",0.143,7,14.273,0.23404255319148937,0.3191489361702128,0.0851063829787234,47
"(i_gaze_away;inf_smile;mo_smile)","(m_gaze_at)",0.281,4,19.05,0.5652173913043478,0.5217391304347826,0.5108695652173914,92
"(infant_voc;m_gaze_away;mo_smile)","(i_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,3
"(inf_smile)","(m_gaze_at;mother-speech)",0.235,259,263.624,0.4,0.92,0.38,100
"(i_gaze_away;infant_voc;mo_smile)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,42
"(m_gaze_at_object)","(i_gaze_at;inf_smile)",999.0,999,999.0,999.0,999.0,999.0,53
"(infant_voc;m_gaze_away;mo_smile)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,2
"(infant_voc;m_gaze_away)","(i_gaze_at_object;inf_smile;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(i_gaze_at;m_gaze_away;mo_smile;mother-speech)","(infant_voc)",999.0,999,999.0,999.0,999.0,999.0,7
"(inf_smile;mo_smile)","(mother-speech)",0.38,180,193.0,0.02,0.0,0.0,100
"(infant_voc)","(i_gaze_at)",0.248,13,99.172,0.92,0.83,0.92,100
"(inf_smile)","(i_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,100
"(i_gaze_at_object;m_gaze_at;mo_smile;mother-speech)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,40
"(i_gaze_at;m_gaze_at_object)","(inf_smile)",0.15,36,93.663,0.97,1.0,1.0,100
"(i_gaze_at;m_gaze_away;mo_smile)","(inf_smile;infant_voc;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,1
"(i_gaze_at;mo_smile)","(inf_smile;m_gaze_at)",0.231,128,212.689,0.0,0.0,0.0,100
"(i_gaze_at_object;m_gaze_away;mother-speech)","(inf_smile;infant_voc)",999.0,999,999.0,999.0,999.0,999.0,3
"(i_gaze_at;m_gaze_at_object;mo_smile)","(mother-speech)",0.135,31,22.192,1.0,1.0,1.0,100
"(mo_smile)","(i_gaze_at_object)",0.153,65,231.289,0.99,0.18,0.99,100
"(i_gaze_away;infant_voc)","(m_gaze_at_object;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,3
"(i_gaze_at_object;infant_voc;m_gaze_at_object;mo_smile)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,24
"(i_gaze_away;mo_smile;mother-speech)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,46
"(inf_smile;infant_voc)","(m_gaze_at;mo_smile)",0.14,10,18.69,0.058823529411764705,0.3235294117647059,0.0,34
"(i_gaze_away;m_gaze_at_object)","(inf_smile)",0.126,12,31.768,0.8255813953488372,0.8255813953488372,0.4069767441860465,86
"(i_gaze_at;inf_smile;mo_smile)","(m_gaze_at_object;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,37
"(i_gaze_at;inf_smile)","(m_gaze_at_object;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,47
"(m_gaze_away;mother-speech)","(infant_voc)",999.0,999,999.0,999.0,999.0,999.0,7
"(m_gaze_away;mother-speech)","(i_gaze_at;inf_smile)",999.0,999,999.0,999.0,999.0,999.0,15
"(inf_smile;infant_voc;m_gaze_at_object)","(i_gaze_at_object;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,3
"(i_gaze_at)","(inf_smile)",0.256,268,549.825,0.67,0.0,0.67,100
"(inf_smile;infant_voc)","(i_gaze_at;m_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,8
"(inf_smile;infant_voc;m_gaze_at_object;mother-speech)","(i_gaze_at;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,3
"(i_gaze_at;inf_smile;mother-speech)","(m_gaze_at;mo_smile)",0.165,15,47.994,0.0,0.9333333333333333,0.0,15
"(i_gaze_away)","(m_gaze_at_object;mother-speech)",0.104,76,56.686,0.8979591836734694,0.5714285714285714,0.8775510204081632,49
"(i_gaze_at;inf_smile;infant_voc;mother-speech)","(mo_smile)",999.0,999,999.0,999.0,999.0,999.0,13
"(i_gaze_away;m_gaze_at)","(inf_smile;mo_smile)",0.126,12,30.397,0.40384615384615385,1.0,0.9423076923076923,52
"(m_gaze_away;mo_smile)","(i_gaze_at_object;inf_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,3
"(i_gaze_at;inf_smile;infant_voc;m_gaze_at_object;mother-speech)","(mo_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(mo_smile)","(inf_smile;m_gaze_at;mother-speech)",0.111,208,168.32,999.0,999.0,999.0,0
"(i_gaze_at_object;mo_smile)","(m_gaze_at_object;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,88
"(infant_voc;m_gaze_away)","(i_gaze_at;inf_smile)",999.0,999,999.0,999.0,999.0,999.0,6
"(inf_smile;infant_voc;mo_smile;mother-speech)","(i_gaze_at;m_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,3
"(infant_voc;mo_smile)","(i_gaze_at;inf_smile)",0.126,10,16.75,0.125,0.125,0.375,8
"(i_gaze_at_object;infant_voc;mother-speech)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,13
"(inf_smile;infant_voc;mo_smile)","(i_gaze_at_object;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,1
"(i_gaze_at_object;m_gaze_away;mo_smile)","(infant_voc)",999.0,999,999.0,999.0,999.0,999.0,12
"(inf_smile;m_gaze_away;mo_smile)","(i_gaze_away;infant_voc;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,1
"(mother-speech)","(i_gaze_at;inf_smile)",0.102,104,161.282,0.375,0.125,0.375,8
"(m_gaze_away;mother-speech)","(i_gaze_at_object;inf_smile;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(i_gaze_away;m_gaze_at_object)","(infant_voc)",999.0,999,999.0,999.0,999.0,999.0,7
"(i_gaze_away;mother-speech)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,81
"(i_gaze_at;inf_smile)","(m_gaze_at;mother-speech)",0.282,154,164.773,0.0,0.55,0.01,100
"(i_gaze_away)","(mother-speech)",0.282,151,152.453,0.99,0.97,0.99,100
"(inf_smile;infant_voc;m_gaze_at;mo_smile)","(i_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,34
"(infant_voc;m_gaze_away)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,43
"(i_gaze_at;mo_smile;mother-speech)","(inf_smile;m_gaze_at)",0.156,40,65.4,999.0,999.0,999.0,1
"(i_gaze_at_object;infant_voc;mo_smile;mother-speech)","(m_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,14
"(i_gaze_away;m_gaze_at_object;mo_smile)","(inf_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,10
"(i_gaze_away;inf_smile;infant_voc;mo_smile;mother-speech)","(m_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,4
"(infant_voc;m_gaze_away)","(i_gaze_away;mo_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,1
"(infant_voc;m_gaze_away)","(inf_smile;mo_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,1
"(m_gaze_at_object;mo_smile)","(i_gaze_at;inf_smile)",0.102,10,34.719,0.8636363636363636,1.0,1.0,44
"(m_gaze_away;mother-speech)","(i_gaze_at;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,21
"(i_gaze_at;infant_voc;mo_smile)","(m_gaze_at;mother-speech)",0.108,19,10.545,0.55,0.3,0.3,20
"(inf_smile;infant_voc;mother-speech)","(i_gaze_at_object;m_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,1
"(inf_smile;m_gaze_at_object;mo_smile;mother-speech)","(i_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,4
"(inf_smile;infant_voc;m_gaze_away;mo_smile)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,6
"(i_gaze_at;m_gaze_away;mother-speech)","(infant_voc;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,2
"(m_gaze_away;mo_smile;mother-speech)","(i_gaze_at;inf_smile)",999.0,999,999.0,999.0,999.0,999.0,18
"(inf_smile;infant_voc)","(m_gaze_at_object;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,3
"(i_gaze_at_object;infant_voc;mother-speech)","(inf_smile;m_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,2
"(i_gaze_at_object;mo_smile;mother-speech)","(inf_smile;m_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,1
"(i_gaze_at;m_gaze_away)","(infant_voc;mo_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,1
"(i_gaze_at;inf_smile;m_gaze_away;mo_smile)","(infant_voc;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,8
"(i_gaze_away;infant_voc)","(m_gaze_at;mo_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,1
"(m_gaze_at_object;mother-speech)","(i_gaze_at)",0.122,19,59.549,0.98,0.75,1.0,100
"(inf_smile;mother-speech)","(i_gaze_at;mo_smile)",0.147,22,75.792,0.0,0.972972972972973,0.0,37
"(i_gaze_at_object;mother-speech)","(m_gaze_at;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,7
"(m_gaze_at;mo_smile;mother-speech)","(i_gaze_at)",0.311,18,137.143,0.0,0.24,0.0,100
"(m_gaze_away;mother-speech)","(i_gaze_at;inf_smile;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,4
"(inf_smile)","(m_gaze_at_object;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,73
"(inf_smile;infant_voc;m_gaze_away;mother-speech)","(i_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,2
"(i_gaze_at_object;infant_voc;m_gaze_away;mo_smile)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,2
"(i_gaze_at;infant_voc;m_gaze_at_object;mother-speech)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,5
"(i_gaze_away;infant_voc;m_gaze_away;mother-speech)","(mo_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(infant_voc;m_gaze_away)","(i_gaze_at_object;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(inf_smile;infant_voc;m_gaze_at)","(i_gaze_at;mo_smile)",0.17,4,14.632,0.0,0.4782608695652174,0.0,23
"(m_gaze_away)","(mo_smile)",0.507,6,40.918,0.010638297872340425,0.8297872340425532,0.010638297872340425,94
"(i_gaze_at;inf_smile;infant_voc;mo_smile)","(m_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,58
"(i_gaze_at;m_gaze_away)","(inf_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,46
"(i_gaze_away)","(inf_smile;m_gaze_at;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,2
"(inf_smile;infant_voc;mo_smile;mother-speech)","(i_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,17
"(i_gaze_away;infant_voc;mother-speech)","(m_gaze_away)",999.0,999,999.0,999.0,999.0,999.0,1
"(i_gaze_at_object;m_gaze_at)","(mother-speech)",0.233,76,64.197,0.94,0.93,1.0,100
"(i_gaze_at_object)","(mother-speech)",0.236,190,208.625,1.0,1.0,1.0,100
"(i_gaze_away;infant_voc;m_gaze_at_object;mo_smile)","(inf_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,2
"(i_gaze_at_object;infant_voc;mo_smile;mother-speech)","(m_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,11
"(i_gaze_at;infant_voc;m_gaze_away;mo_smile;mother-speech)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(i_gaze_away;inf_smile;m_gaze_at_object)","(infant_voc;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,1
"(i_gaze_at;m_gaze_at)","(mo_smile;mother-speech)",0.201,337,291.288,0.0,0.0,0.0,100
"(i_gaze_away;inf_smile;mo_smile)","(m_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,57
"(i_gaze_at_object;inf_smile;m_gaze_away)","(infant_voc;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,5
"(infant_voc;m_gaze_at;mo_smile)","(i_gaze_at;inf_smile)",0.14,7,13.953,0.0,0.4,0.0,5
"(inf_smile;mo_smile)","(i_gaze_at;m_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,79
"(infant_voc)","(m_gaze_at;mo_smile)",0.102,26,40.775,0.926829268292683,0.7560975609756098,0.926829268292683,41
"(i_gaze_at;m_gaze_at;m_gaze_at_object)","(infant_voc;mother-speech)",0.341,1,0.355,999.0,999.0,999.0,0
"(i_gaze_at_object;infant_voc)","(m_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,80
"(inf_smile;infant_voc;m_gaze_at)","(mo_smile)",0.189,7,16.263,0.10526315789473684,0.05263157894736842,0.0,76
"(i_gaze_away;infant_voc)","(inf_smile;m_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,5
"(i_gaze_away;inf_smile;mo_smile)","(m_gaze_at;mother-speech)",0.207,19,14.038,0.27586206896551724,0.1724137931034483,0.27586206896551724,87
"(m_gaze_at)","(i_gaze_at;mo_smile)",0.305,245,649.267,0.0,0.0,0.0,100
"(i_gaze_at_object;inf_smile;infant_voc;m_gaze_at;mo_smile)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,23
"(infant_voc;m_gaze_away)","(mo_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,6
"(inf_smile)","(i_gaze_at;m_gaze_at;mo_smile)",0.175,90,195.879,0.0,0.15853658536585366,0.0,82
"(inf_smile;m_gaze_at)","(i_gaze_away)",0.104,36,65.025,0.8676470588235294,0.0,1.0,68
"(inf_smile;mother-speech)","(i_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,10
"(mo_smile)","(i_gaze_at_object;m_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,14
"(infant_voc)","(i_gaze_at;inf_smile)",999.0,999,999.0,999.0,999.0,999.0,3
"(i_gaze_at_object;infant_voc)","(mo_smile)",999.0,999,999.0,999.0,999.0,999.0,69
"(i_gaze_away;inf_smile;m_gaze_at_object)","(mo_smile)",999.0,999,999.0,999.0,999.0,999.0,78
"(i_gaze_at;mo_smile)","(m_gaze_at_object)",0.145,117,134.043,1.0,0.0,1.0,100
"(i_gaze_away;m_gaze_at_object)","(mo_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,51
"(i_gaze_away;infant_voc;m_gaze_at)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,58
"(i_gaze_at;inf_smile;infant_voc;m_gaze_at)","(mo_smile;mother-speech)",0.15,11,10.208,0.0,0.0,0.0,7
"(i_gaze_at;inf_smile;m_gaze_at_object;mo_smile)","(infant_voc)",999.0,999,999.0,999.0,999.0,999.0,4
"(infant_voc;m_gaze_at)","(i_gaze_at)",0.31,5,72.152,0.12121212121212122,0.9090909090909091,0.0707070707070707,99
"(inf_smile;infant_voc;m_gaze_away)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,17
"(i_gaze_at)","(m_gaze_at;mo_smile)",0.303,293,649.705,0.0,0.0,0.0,100
"(i_gaze_at)","(mo_smile)",0.397,241,852.4,0.0,0.01,0.0,100
"(i_gaze_at_object;infant_voc)","(m_gaze_at_object;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,2
"(m_gaze_at_object)","(i_gaze_at;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,100
"(i_gaze_away;m_gaze_away;mo_smile)","(infant_voc)",999.0,999,999.0,999.0,999.0,999.0,11
"(m_gaze_away;mo_smile)","(i_gaze_away)",0.423,2,20.16,0.0,0.7931034482758621,0.0,29
"(m_gaze_at_object)","(inf_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,9
"(inf_smile;infant_voc)","(mother-speech)",0.148,17,19.673,0.78,0.86,0.3,100
"(i_gaze_at_object;infant_voc;m_gaze_at_object)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,37
"(i_gaze_away;inf_smile;infant_voc;m_gaze_at_object)","(mother-speech)",999.0,999,999.0,999.0,999.0,999.0,12
"(i_gaze_at_object;inf_smile)","(mo_smile;mother-speech)",0.103,14,10.553,0.9880952380952381,1.0,1.0,84
"(i_gaze_away;inf_smile;infant_voc;m_gaze_at;mother-speech)","(mo_smile)",999.0,999,999.0,999.0,999.0,999.0,4
"(i_gaze_at;infant_voc;m_gaze_at)","(mother-speech)",0.126,28,22.025,0.9081632653061225,0.7653061224489796,0.46938775510204084,98
"(i_gaze_at;infant_voc;mo_smile;mother-speech)","(m_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,6
"(i_gaze_away;inf_smile)","(m_gaze_at_object;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,19
"(i_gaze_away;inf_smile;infant_voc;m_gaze_away)","(mo_smile)",999.0,999,999.0,999.0,999.0,999.0,3
"(inf_smile;m_gaze_away)","(i_gaze_at;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,58
"(inf_smile)","(i_gaze_at;m_gaze_at;mother-speech)",0.155,179,174.366,0.010101010101010102,0.5454545454545454,0.010101010101010102,99
"(i_gaze_at;inf_smile;infant_voc)","(m_gaze_at_object;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,5
"(i_gaze_at)","(m_gaze_at_object;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,100
"(i_gaze_at_object)","(m_gaze_at_object;mother-speech)",0.121,124,107.315,0.99,0.96,0.99,100
"(i_gaze_at;infant_voc;mo_smile)","(inf_smile;m_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,1
"(mo_smile)","(i_gaze_at;mother-speech)",0.244,371,367.58,0.0,0.0,0.0,100
"(m_gaze_at)","(i_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,100
"(inf_smile;m_gaze_at;mo_smile;mother-speech)","(i_gaze_at)",0.24,5,45.748,0.0,0.72,0.0,75
"(i_gaze_at;infant_voc;m_gaze_at)","(inf_smile;mo_smile)",0.105,13,18.41,999.0,999.0,999.0,0
"(i_gaze_away)","(inf_smile;m_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,98
"(i_gaze_at_object;inf_smile;mother-speech)","(m_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,77
"(i_gaze_at;mo_smile;mother-speech)","(m_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,75
"(inf_smile;m_gaze_at)","(i_gaze_at)",0.481,31,299.405,0.07,0.72,0.2,100
"(i_gaze_at_object;mother-speech)","(m_gaze_at)",0.165,28,41.85,0.55,0.25,0.83,100
"(i_gaze_away;inf_smile;infant_voc)","(m_gaze_at_object)",0.151,3,1.762,0.14285714285714285,0.2857142857142857,0.5714285714285714,7
"(i_gaze_at;mo_smile)","(m_gaze_at)",0.603,92,555.486,0.0,0.58,0.0,100
"(inf_smile;mo_smile;mother-speech)","(i_gaze_at)",0.277,7,70.257,0.0,0.865979381443299,0.0,97
"(i_gaze_at;m_gaze_away)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,61
"(m_gaze_at;m_gaze_at_object;mother-speech)","(infant_voc)",0.412,1,0.355,999.0,999.0,999.0,0
"(i_gaze_away;inf_smile;m_gaze_away)","(mo_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,30
"(infant_voc)","(mother-speech)",0.144,55,57.794,1.0,1.0,1.0,100
"(m_gaze_away)","(i_gaze_at_object;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,7
"(i_gaze_away;infant_voc)","(m_gaze_at;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,29
"(i_gaze_at_object;inf_smile;m_gaze_at)","(mother-speech)",0.107,6,3.426,1.0,1.0,1.0,100
"(m_gaze_away;mo_smile;mother-speech)","(i_gaze_away;inf_smile)",999.0,999,999.0,999.0,999.0,999.0,3
"(i_gaze_away;mo_smile)","(mother-speech)",0.252,55,43.46,0.79,0.91,0.97,100
"(i_gaze_at;inf_smile;mother-speech)","(m_gaze_at)",0.167,10,48.802,0.8383838383838383,1.0,0.6767676767676768,99
"(i_gaze_at_object;infant_voc;m_gaze_at;mo_smile)","(inf_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,8
"(infant_voc;mother-speech)","(m_gaze_at_object)",999.0,999,999.0,999.0,999.0,999.0,9
"(i_gaze_at_object;m_gaze_away)","(inf_smile;mo_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,13
"(i_gaze_away;infant_voc;m_gaze_at)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,14
"(i_gaze_away;inf_smile;m_gaze_at;mo_smile)","(infant_voc)",999.0,999,999.0,999.0,999.0,999.0,4
"(i_gaze_at;inf_smile;m_gaze_away;mother-speech)","(infant_voc)",999.0,999,999.0,999.0,999.0,999.0,9
"(inf_smile;infant_voc;m_gaze_away)","(i_gaze_at_object;mo_smile;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,1
"(i_gaze_at_object;inf_smile;m_gaze_away;mo_smile)","(infant_voc;mother-speech)",999.0,999,999.0,999.0,999.0,999.0,4
"(i_gaze_away;m_gaze_away;mo_smile)","(inf_smile;infant_voc)",999.0,999,999.0,999.0,999.0,999.0,5
"(i_gaze_at_object;inf_smile;m_gaze_at_object;mother-speech)","(infant_voc)",999.0,999,999.0,999.0,999.0,999.0,3
"(i_gaze_at;inf_smile;mo_smile)","(m_gaze_at;mother-speech)",0.288,93,93.934,0.0,0.0,0.0,100
"(infant_voc)","(i_gaze_at;m_gaze_at)",0.186,16,74.37,0.19,0.99,0.19,100
"(i_gaze_at_object;m_gaze_away;mo_smile;mother-speech)","(infant_voc)",999.0,999,999.0,999.0,999.0,999.0,7
"(i_gaze_at_object;mother-speech)","(m_gaze_at_object;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,4
"(inf_smile;infant_voc;mother-speech)","(m_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,24
"(infant_voc;mo_smile)","(mother-speech)",0.127,22,16.852,0.92,0.94,0.95,100
"(i_gaze_at)","(m_gaze_at_object)",0.259,248,555.301,1.0,0.21,1.0,100
"(i_gaze_at;m_gaze_at_object;mo_smile;mother-speech)","(inf_smile)",999.0,999,999.0,999.0,999.0,999.0,20
"(inf_smile;m_gaze_away)","(i_gaze_away;mo_smile)",999.0,999,999.0,999.0,999.0,999.0,19
"(i_gaze_at;inf_smile)","(m_gaze_at)",0.519,50,303.079,0.12,0.99,0.22,100
"(i_gaze_at;infant_voc;mother-speech)","(m_gaze_at)",0.119,1,9.198,0.5370370370370371,1.0,0.9074074074074074,54
"(infant_voc;mo_smile)","(m_gaze_at)",0.262,8,34.734,0.09,0.78,0.27,100
"(inf_smile;m_gaze_at_object;mo_smile)","(infant_voc)",999.0,999,999.0,999.0,999.0,999.0,1
"(i_gaze_at_object;mo_smile;mother-speech)","(m_gaze_at)",999.0,999,999.0,999.0,999.0,999.0,87
"(i_gaze_at;infant_voc)","(mother-speech)",0.127,35,28.349,1.0,1.0,1.0,100
"(i_gaze_at;inf_smile)","(infant_voc)",0.102,72,59.528,999.0,999.0,999.0,3
"(m_gaze_away;mo_smile;mother-speech)","(i_gaze_away)",999.0,999,999.0,999.0,999.0,999.0,7
